,Time,Image file,File path,Predicted label
1491,2022-07-20 13:30:01,WSCT2436.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2436.JPG,0
1448,2022-07-20 14:00:01,WSCT2437.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2437.JPG,0
681,2022-07-20 14:30:01,WSCT2438.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2438.JPG,0
726,2022-07-20 15:00:01,WSCT2439.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2439.JPG,0
1956,2022-07-20 15:30:01,WSCT2440.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2440.JPG,0
2000,2022-07-20 16:00:01,WSCT2441.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2441.JPG,0
1877,2022-07-20 16:30:01,WSCT2442.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2442.JPG,0
1824,2022-07-20 17:00:01,WSCT2443.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2443.JPG,0
1612,2022-07-20 17:30:01,WSCT2444.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2444.JPG,0
1583,2022-07-20 18:00:01,WSCT2445.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2445.JPG,0
1705,2022-07-20 18:30:01,WSCT2446.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2446.JPG,0
1746,2022-07-20 19:00:01,WSCT2447.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2447.JPG,0
470,2022-07-20 19:30:01,WSCT2448.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2448.JPG,0
430,2022-07-21 06:00:01,WSCT2449.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2449.JPG,1
1616,2022-07-21 06:30:01,WSCT2450.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2450.JPG,1
1580,2022-07-21 07:00:01,WSCT2451.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2451.JPG,1
1708,2022-07-21 07:30:01,WSCT2452.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2452.JPG,1
1743,2022-07-21 08:00:01,WSCT2453.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2453.JPG,1
1952,2022-07-21 08:30:01,WSCT2454.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2454.JPG,1
2003,2022-07-21 09:00:01,WSCT2455.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2455.JPG,1
1873,2022-07-21 09:30:01,WSCT2456.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2456.JPG,1
1828,2022-07-21 10:00:01,WSCT2457.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2457.JPG,1
43,2022-07-21 10:30:01,WSCT2458.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2458.JPG,1
89,2022-07-21 11:00:01,WSCT2459.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2459.JPG,1
475,2022-07-21 11:30:01,WSCT2460.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2460.JPG,1
427,2022-07-21 12:00:01,WSCT2461.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2461.JPG,0
295,2022-07-21 12:30:01,WSCT2462.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2462.JPG,0
346,2022-07-21 13:00:01,WSCT2463.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2463.JPG,0
49,2022-07-21 13:30:01,WSCT2464.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2464.JPG,0
84,2022-07-21 14:00:01,WSCT2465.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2465.JPG,0
214,2022-07-21 14:30:01,WSCT2466.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2466.JPG,0
175,2022-07-21 15:00:01,WSCT2467.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2467.JPG,0
1960,2022-07-21 15:30:01,WSCT2468.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2468.JPG,0
1994,2022-07-21 16:00:01,WSCT2469.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2469.JPG,0
47,2022-07-21 16:30:01,WSCT2470.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2470.JPG,0
87,2022-07-21 17:00:01,WSCT2471.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2471.JPG,0
212,2022-07-21 17:30:01,WSCT2472.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2472.JPG,0
177,2022-07-21 18:00:01,WSCT2473.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2473.JPG,0
477,2022-07-21 18:30:01,WSCT2474.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2474.JPG,0
424,2022-07-21 19:00:01,WSCT2475.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2475.JPG,0
298,2022-07-21 19:30:01,WSCT2476.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2476.JPG,0
343,2022-07-22 06:00:01,WSCT2477.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2477.JPG,1
1619,2022-07-22 06:30:01,WSCT2478.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2478.JPG,1
1575,2022-07-22 07:00:01,WSCT2479.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2479.JPG,1
1819,2022-07-22 07:30:01,WSCT2480.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2480.JPG,1
1882,2022-07-22 08:00:01,WSCT2481.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2481.JPG,1
2007,2022-07-22 08:30:01,WSCT2482.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2482.JPG,1
1948,2022-07-22 09:00:01,WSCT2483.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2483.JPG,1
1756,2022-07-22 09:30:01,WSCT2484.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2484.JPG,0
1695,2022-07-22 10:00:01,WSCT2485.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2485.JPG,0
1569,2022-07-22 10:30:01,WSCT2486.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2486.JPG,0
1626,2022-07-22 11:00:01,WSCT2487.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2487.JPG,0
349,2022-07-22 11:30:01,WSCT2488.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2488.JPG,0
292,2022-07-22 12:00:01,WSCT2489.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2489.JPG,0
1754,2022-07-22 12:30:01,WSCT2490.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2490.JPG,0
1697,2022-07-22 13:00:01,WSCT2491.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2491.JPG,1
1567,2022-07-22 13:30:01,WSCT2492.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2492.JPG,0
1628,2022-07-22 14:00:01,WSCT2493.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2493.JPG,0
1821,2022-07-22 14:30:01,WSCT2494.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2494.JPG,0
1880,2022-07-22 15:00:01,WSCT2495.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2495.JPG,0
2010,2022-07-22 15:30:01,WSCT2496.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2496.JPG,0
1945,2022-07-22 16:00:01,WSCT2497.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2497.JPG,0
163,2022-07-22 16:30:01,WSCT2498.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2498.JPG,0
226,2022-07-22 17:00:01,WSCT2499.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2499.JPG,0
493,2022-07-22 17:30:01,WSCT2500.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2500.JPG,0
407,2022-07-22 18:00:01,WSCT2501.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2501.JPG,0
283,2022-07-22 18:30:01,WSCT2502.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2502.JPG,0
358,2022-07-22 19:00:01,WSCT2503.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2503.JPG,0
29,2022-07-22 19:30:01,WSCT2504.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2504.JPG,0
104,2022-07-23 06:00:01,WSCT2505.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2505.JPG,0
229,2022-07-23 06:30:01,WSCT2506.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2506.JPG,0
160,2022-07-23 07:00:01,WSCT2507.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2507.JPG,1
1942,2022-07-23 07:30:01,WSCT2508.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2508.JPG,0
2014,2022-07-23 08:00:01,WSCT2509.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2509.JPG,0
31,2022-07-23 08:30:01,WSCT2510.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2510.JPG,0
101,2022-07-23 09:00:01,WSCT2511.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2511.JPG,0
231,2022-07-23 09:30:01,WSCT2512.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2512.JPG,0
158,2022-07-23 10:00:01,WSCT2513.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2513.JPG,1
491,2022-07-23 10:30:01,WSCT2514.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2514.JPG,0
410,2022-07-23 11:00:01,WSCT2515.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2515.JPG,0
280,2022-07-23 11:30:01,WSCT2516.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2516.JPG,0
361,2022-07-23 12:00:01,WSCT2517.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2517.JPG,0
1641,2022-07-23 12:30:01,WSCT2518.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2518.JPG,0
1555,2022-07-23 13:00:01,WSCT2519.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2519.JPG,0
1934,2022-07-23 13:30:01,WSCT2520.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2520.JPG,0
2020,2022-07-23 14:00:01,WSCT2521.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2521.JPG,0
1888,2022-07-23 14:30:01,WSCT2522.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2522.JPG,0
1813,2022-07-23 15:00:01,WSCT2523.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2523.JPG,0
1635,2022-07-23 15:30:01,WSCT2524.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2524.JPG,0
1560,2022-07-23 16:00:01,WSCT2525.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2525.JPG,0
1691,2022-07-23 16:30:01,WSCT2526.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2526.JPG,0
1760,2022-07-23 17:00:01,WSCT2527.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2527.JPG,0
487,2022-07-23 17:30:01,WSCT2528.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2528.JPG,0
415,2022-07-23 18:00:01,WSCT2529.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2529.JPG,0
1632,2022-07-23 18:30:01,WSCT2530.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2530.JPG,0
1562,2022-07-23 19:00:01,WSCT2531.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2531.JPG,0
1689,2022-07-23 19:30:01,WSCT2532.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2532.JPG,0
1762,2022-07-24 06:00:01,WSCT2533.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2533.JPG,1
1937,2022-07-24 06:30:01,WSCT2534.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2534.JPG,1
2018,2022-07-24 07:00:01,WSCT2535.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2535.JPG,1
1891,2022-07-24 07:30:01,WSCT2536.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2536.JPG,1
1810,2022-07-24 08:00:01,WSCT2537.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2537.JPG,1
24,2022-07-24 08:30:01,WSCT2538.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2538.JPG,1
110,2022-07-24 09:00:01,WSCT2539.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2539.JPG,1
1303,2022-07-24 09:30:01,WSCT2540.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2540.JPG,1
1381,2022-07-24 10:00:01,WSCT2541.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2541.JPG,0
1508,2022-07-24 10:30:01,WSCT2542.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2542.JPG,0
1431,2022-07-24 11:00:01,WSCT2543.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2543.JPG,0
1244,2022-07-24 11:30:01,WSCT2544.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2544.JPG,0
1177,2022-07-24 12:00:01,WSCT2545.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2545.JPG,0
1046,2022-07-24 12:30:01,WSCT2546.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2546.JPG,0
1117,2022-07-24 13:00:01,WSCT2547.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2547.JPG,0
868,2022-07-24 13:30:01,WSCT2548.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2548.JPG,0
799,2022-07-24 14:00:01,WSCT2549.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2549.JPG,0
1247,2022-07-24 14:30:01,WSCT2550.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2550.JPG,0
1173,2022-07-24 15:00:01,WSCT2551.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2551.JPG,0
1050,2022-07-24 15:30:01,WSCT2552.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2552.JPG,0
1113,2022-07-24 16:00:01,WSCT2553.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2553.JPG,0
1300,2022-07-24 16:30:01,WSCT2554.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2554.JPG,0
1385,2022-07-24 17:00:01,WSCT2555.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2555.JPG,0
1505,2022-07-24 17:30:01,WSCT2556.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2556.JPG,0
1434,2022-07-24 18:00:01,WSCT2557.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2557.JPG,0
666,2022-07-24 18:30:01,WSCT2558.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2558.JPG,0
743,2022-07-24 19:00:01,WSCT2559.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2559.JPG,0
870,2022-07-24 19:30:01,WSCT2560.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2560.JPG,0
795,2022-07-25 06:00:01,WSCT2561.JPG,/Users/autumn_yngoc/Downloads/Marine Fog/Mt Dallas Jul-Sep 2022 photos/photos/WSCT2561.JPG,0
